"bandera","codigo_ISO","nombrePais","capitalPais","continente","regionPais","subregionPais","paisIndependiente","tieneMar","ONU","latitud","longitud","areaPais","sueldoMinimo_USD","salarioMinimoPorHora_USD","indicador","dimension","categoria","anio","decada","unidad","valorIndicador","pib_per_capita","poblacion","pib_total","desempleo"
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Serious assault",2023,2020,"Counts",61941,13826.1306570122,129739759,1793798859343.27,2.765
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2014,2010,"Counts",1592,11391.3773510244,119784261,1364507717764.6,4.819
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2015,2010,"Counts",1160,10021.2386124039,121072306,1213294467779.98,4.311
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2016,2010,"Counts",1221,9097.92397674769,122251351,1112233497452.7,3.853
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2017,2010,"Counts",1621,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2018,2010,"Counts",1843,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2019,2010,"Counts",1779,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2020,2020,"Counts",1022,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2021,2020,"Counts",788,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2022,2020,"Counts",643,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Kidnapping",2023,2020,"Counts",619,13826.1306570122,129739759,1793798859343.27,2.765
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2014,2010,"Counts",34810,11391.3773510244,119784261,1364507717764.6,4.819
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2015,2010,"Counts",35628,10021.2386124039,121072306,1213294467779.98,4.311
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2016,2010,"Counts",36557,9097.92397674769,122251351,1112233497452.7,3.853
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2017,2010,"Counts",38309,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2018,2010,"Counts",42902,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2019,2010,"Counts",52220,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2020,2020,"Counts",53145,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2021,2020,"Counts",69065,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2022,2020,"Counts",83474,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence",2023,2020,"Counts",89331,13826.1306570122,129739759,1793798859343.27,2.765
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2014,2010,"Counts",14879,11391.3773510244,119784261,1364507717764.6,4.819
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2015,2010,"Counts",15933,10021.2386124039,121072306,1213294467779.98,4.311
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2016,2010,"Counts",14919,9097.92397674769,122251351,1112233497452.7,3.853
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2017,2010,"Counts",15094,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2018,2010,"Counts",16569,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2019,2010,"Counts",18772,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2020,2020,"Counts",17980,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2021,2020,"Counts",22889,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2022,2020,"Counts",25242,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Rape",2023,2020,"Counts",24600,13826.1306570122,129739759,1793798859343.27,2.765
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2014,2010,"Counts",15930,11391.3773510244,119784261,1364507717764.6,4.819
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2015,2010,"Counts",16723,10021.2386124039,121072306,1213294467779.98,4.311
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2016,2010,"Counts",17433,9097.92397674769,122251351,1112233497452.7,3.853
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2017,2010,"Counts",19665,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2018,2010,"Counts",22835,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2019,2010,"Counts",30996,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2020,2020,"Counts",30485,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2021,2020,"Counts",38570,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2022,2020,"Counts",49025,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Sexual assault",2023,2020,"Counts",55903,13826.1306570122,129739759,1793798859343.27,2.765
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2014,2010,"Counts",4001,11391.3773510244,119784261,1364507717764.6,4.819
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2015,2010,"Counts",2972,10021.2386124039,121072306,1213294467779.98,4.311
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2016,2010,"Counts",4205,9097.92397674769,122251351,1112233497452.7,3.853
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2017,2010,"Counts",3550,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2018,2010,"Counts",3498,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2019,2010,"Counts",2452,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2020,2020,"Counts",4680,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2021,2020,"Counts",7606,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2022,2020,"Counts",9207,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2023,2020,"Counts",8828,13826.1306570122,129739759,1793798859343.27,2.765
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual Exploitation",2015,2010,"Counts",432,10021.2386124039,121072306,1213294467779.98,4.311
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual Exploitation",2016,2010,"Counts",1082,9097.92397674769,122251351,1112233497452.7,3.853
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual Exploitation",2017,2010,"Counts",1361,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual Exploitation",2018,2010,"Counts",1680,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual Exploitation",2019,2010,"Counts",3302,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual Exploitation",2020,2020,"Counts",2831,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual Exploitation",2021,2020,"Counts",6326,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual Exploitation",2022,2020,"Counts",8054,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Violent offences","by type of offence","Sexual Exploitation",2023,2020,"Counts",8077,13826.1306570122,129739759,1793798859343.27,2.765
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",2686,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",505,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",3251,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",1094,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",4023,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",6297,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",1231,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",266,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",8266,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",3315,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",6460,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",10970,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2017,2010,"Counts",1385,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2018,2010,"Counts",235,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2019,2010,"Counts",1596,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2020,2020,"Counts",375,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",14325,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",1829,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2017,2010,"Counts",516,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2018,2010,"Counts",94,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2019,2010,"Counts",1035,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2020,2020,"Counts",209,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",4058,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",989,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2017,2010,"Counts",5802,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2018,2010,"Counts",4811,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2019,2010,"Counts",30683,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2020,2020,"Counts",6642,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2021,2020,"Counts",16728,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2022,2020,"Counts",30643,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2017,2010,"Counts",5708,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2018,2010,"Counts",2904,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2019,2010,"Counts",23405,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2020,2020,"Counts",4198,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2021,2020,"Counts",7825,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2022,2020,"Counts",10395,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2017,2010,"Counts",24856,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2018,2010,"Counts",31658,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2019,2010,"Counts",21192,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2020,2020,"Counts",14490,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2021,2020,"Counts",31367,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2022,2020,"Counts",27891,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2017,2010,"Counts",15049,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2018,2010,"Counts",20283,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2019,2010,"Counts",10839,10369.5553585271,125762982,1304106203902.45,3.477
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2020,2020,"Counts",9268,8841.2707511328,126799054,1121064767401.51,4.44
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2021,2020,"Counts",16803,10314.0506725979,127648148,1316569466735.28,4.019
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2022,2020,"Counts",26643,11402.1410374782,128613117,1466464899303.69,3.256
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",321,9649.27816772402,123400057,1190721475906,3.419
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",372,10084.7937553679,124573711,1256300182775.81,3.275
"🇲🇽","MEX","Mexico","Mexico City","North America","Americas","North America","Si","No","Si",23,-102,1964375,416.6,2.6,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",1282,10369.5553585271,125762982,1304106203902.45,3.477
